full-title,title,label
<p>ข่าวปลอม อย่าแชร์! เจ้าหน้าที่รักษาความปลอดภัย ที่ศูนย์ราชการแห่งหนึ่ง ติดเชื้อ COVID-19</p>,เจ้าหน้าที่รักษาความปลอดภัย ที่ศูนย์ราชการแห่งหนึ่ง ติดเชื้อ COVID-19,fake
<p>กรมสรรพากร ลดอัตราภาษีเงินได้หัก ณ ที่จ่าย จาก 3% เหลือ 1.5% จริงหรือ?</p>,กรมสรรพากร ลดอัตราภาษีเงินได้หัก ณ ที่จ่าย จาก 3% เหลือ 1.5%,real
<p>ข่าวปลอม อย่าแชร์! ลือ ติดเชื้อ COVID-19 ทั้งครอบครัว ที่ตำบลแห่งหนึ่งในจังหวัดสระแก้ว</p>,ลือ ติดเชื้อ COVID-19 ทั้งครอบครัว ที่ตำบลแห่งหนึ่งในจังหวัดสระแก้ว,fake
<p>ข่าวปลอม อย่าแชร์! ตลาดชื่อดังย่านสัมพันธวงศ์ พบผู้ติดเชื้อ COVID-19 เสียชีวิต 2 ราย</p>,ตลาดชื่อดังย่านสัมพันธวงศ์ พบผู้ติดเชื้อ COVID-19 เสียชีวิต 2 ราย,fake
<p>ข่าวปลอม อย่าแชร์! ร้านสะดวกซื้อชื่อดัง เป็นแหล่งแพร่เชื้อ COVID-19</p>,ร้านสะดวกซื้อชื่อดัง เป็นแหล่งแพร่เชื้อ COVID-19,fake
<p>ข่าวปลอม อย่าแชร์! พบผู้ป่วย COVID-19 ที่โรงพยาบาลแห่งหนึ่งในจังหวัดชัยภูมิ</p>,พบผู้ป่วย COVID-19 ที่โรงพยาบาลแห่งหนึ่งในจังหวัดชัยภูมิ,fake
<p>ข่าวปลอม อย่าแชร์! สพฐ. ตัดวิชาศีลธรรมออก อ้างไม่ได้สอบเข้ามหาวิทยาลัย</p>,สพฐ. ตัดวิชาศีลธรรมออก อ้างไม่ได้สอบเข้ามหาวิทยาลัย,fake
<p>ระวัง! โรคลมแดดเป็นอันตรายถึงชีวิต จริงหรือ?</p>,ระวัง! โรคลมแดดเป็นอันตรายถึงชีวิต,real
<p>ข่าวบิดเบือน อย่าแชร์! ตรวจ COVID-19 ฟรี 18 โรงพยาบาล</p>,ตรวจ COVID-19 ฟรี 18 โรงพยาบาล,incorrect
<p>คืนเงินนักท่องเที่ยว กรณีไม่สามารถเดินทางได้จากเหตุ COVID-19 จริงหรือ?</p>,คืนเงินนักท่องเที่ยว กรณีไม่สามารถเดินทางได้จากเหตุ COVID-19,real
<p>ข่าวปลอม อย่าแชร์! สถานที่เสี่ยง ที่คนติดเชื้อ COVID-19 เคยไป</p>,สถานที่เสี่ยง ที่คนติดเชื้อ COVID-19 เคยไป,fake
<p>คุมเข้ม COVID-19 เดินทางจากประเทศเสี่ยง ต้องมีใบรับรองแพทย์ จริงหรือ?</p>,คุมเข้ม COVID-19 เดินทางจากประเทศเสี่ยง ต้องมีใบรับรองแพทย์,real
<p>ข่าวปลอม อย่าแชร์! พบผู้เสียชีวิต 1 ราย จาก COVID-19 ในจังหวัดนครศรีธรรมราช</p>,พบผู้เสียชีวิต 1 ราย จาก COVID-19 ในจังหวัดนครศรีธรรมราช,fake
<p>ธ.ก.ส.ปล่อยกู้ฉุกเฉิน สำหรับผู้มีรายได้น้อย หวังลดภาระหนี้สิน จริงหรือ?</p>,ธ.ก.ส.ปล่อยกู้ฉุกเฉิน สำหรับผู้มีรายได้น้อย หวังลดภาระหนี้สิน,real
<p>ข่าวปลอม อย่าแชร์! คลิปวิดีโอ แฉทีมแพทย์ในไทยติดเชื้อ COVID-19 ยกทีม แต่ปิดข่าว</p>,คลิปวิดีโอ แฉทีมแพทย์ในไทยติดเชื้อ COVID-19 ยกทีม แต่ปิดข่าว,fake
<p>รัฐเตรียมช่วยเหลือ คนไทยในอิหร่าน และอิตาลี จากสถานการณ์ COVID-19 จริงหรือ?</p>,รัฐเตรียมช่วยเหลือ คนไทยในอิหร่าน และอิตาลี จากสถานการณ์ COVID-19,real
